road,one-plus-o23,one-plus-o211,one-plus-o212,one-plus-o213,one-plus-o216,one-plus-o220,one-plus-o222,one-plus-o223,one-plus-o225,one-plus-o226,one-plus-o227,one-plus-o228,one-plus-o243,one-plus-o356,random--la102,random--la1020,random--la1024,random--la26,random--la218,random--la223,random--la47,random--la412,random--la431,random--la526,random--la66,random--la631,random--la638,random--la76,random--la86,random--la87
one-plus-o227,0.93359375,0.96484375,0.93359375,0.91015625,0.87890625,0.9609375,0.97265625,0.89453125,0.94921875,0.890625,1.0,0.94921875,0.91796875,0.84375,0.90625,0.8828125,0.8984375,0.921875,0.91796875,0.87890625,0.8828125,0.86328125,0.91796875,0.90234375,0.84765625,0.90625,0.85546875,0.8984375,0.91015625,0.8828125
one-plus-o228,0.9296875,0.9609375,0.953125,0.921875,0.8828125,0.94921875,0.9453125,0.890625,0.9375,0.89453125,0.94921875,1.0,0.921875,0.84765625,0.90234375,0.89453125,0.91796875,0.91796875,0.9140625,0.8828125,0.89453125,0.875,0.9140625,0.9140625,0.8515625,0.94140625,0.859375,0.90234375,0.9375,0.89453125
one-plus-o243,0.9453125,0.9375,0.9375,0.9296875,0.9453125,0.90234375,0.9296875,0.9375,0.9296875,0.91796875,0.91796875,0.921875,1.0,0.83984375,0.91796875,0.87890625,0.88671875,0.92578125,0.9140625,0.875,0.87890625,0.859375,0.8984375,0.890625,0.8671875,0.91796875,0.859375,0.89453125,0.921875,0.88671875
one-plus-o356,0.85546875,0.84765625,0.87890625,0.86328125,0.85546875,0.84375,0.86328125,0.83203125,0.85546875,0.8359375,0.84375,0.84765625,0.83984375,1.0,0.875,0.9453125,0.890625,0.9140625,0.91015625,0.95703125,0.9453125,0.95703125,0.91015625,0.91796875,0.84765625,0.90625,0.98046875,0.9375,0.87890625,0.9296875
random--la102,0.89453125,0.90234375,0.91796875,0.90234375,0.91796875,0.90625,0.92578125,0.92578125,0.92578125,0.921875,0.90625,0.90234375,0.91796875,0.875,1.0,0.9140625,0.90625,0.90625,0.90234375,0.91015625,0.9140625,0.89453125,0.90234375,0.91015625,0.85546875,0.9296875,0.88671875,0.9140625,0.89453125,0.9140625
random--la1020,0.88671875,0.88671875,0.91796875,0.90234375,0.88671875,0.8828125,0.90234375,0.87109375,0.89453125,0.8671875,0.8828125,0.89453125,0.87890625,0.9453125,0.9140625,1.0,0.9375,0.9296875,0.93359375,0.97265625,0.96875,0.96484375,0.94140625,0.94921875,0.88671875,0.953125,0.95703125,0.9609375,0.92578125,0.96875
random--la1024,0.88671875,0.90234375,0.91796875,0.90234375,0.88671875,0.90625,0.91015625,0.87890625,0.90234375,0.8828125,0.8984375,0.91796875,0.88671875,0.890625,0.90625,0.9375,1.0,0.9296875,0.92578125,0.92578125,0.9296875,0.91796875,0.94140625,0.94140625,0.86328125,0.9375,0.90234375,0.9296875,0.91796875,0.9296875
random--la26,0.92578125,0.92578125,0.94140625,0.92578125,0.90234375,0.9140625,0.93359375,0.88671875,0.92578125,0.8984375,0.921875,0.91796875,0.92578125,0.9140625,0.90625,0.9296875,0.9296875,1.0,0.98046875,0.93359375,0.9453125,0.92578125,0.94921875,0.95703125,0.85546875,0.9375,0.92578125,0.9609375,0.93359375,0.9296875
random--la218,0.9296875,0.921875,0.9296875,0.921875,0.90625,0.91796875,0.9375,0.890625,0.921875,0.89453125,0.91796875,0.9140625,0.9140625,0.91015625,0.90234375,0.93359375,0.92578125,0.98046875,1.0,0.9296875,0.94921875,0.9296875,0.9609375,0.9609375,0.859375,0.93359375,0.921875,0.97265625,0.9296875,0.94140625
random--la223,0.875,0.8828125,0.9140625,0.890625,0.8828125,0.87890625,0.8984375,0.8671875,0.890625,0.86328125,0.87890625,0.8828125,0.875,0.95703125,0.91015625,0.97265625,0.92578125,0.93359375,0.9296875,1.0,0.95703125,0.96875,0.9453125,0.9375,0.8671875,0.93359375,0.96875,0.95703125,0.90625,0.95703125
random--la47,0.90234375,0.88671875,0.91796875,0.90234375,0.89453125,0.8828125,0.90234375,0.87109375,0.88671875,0.875,0.8828125,0.89453125,0.87890625,0.9453125,0.9140625,0.96875,0.9296875,0.9453125,0.94921875,0.95703125,1.0,0.96484375,0.94140625,0.97265625,0.87890625,0.953125,0.95703125,0.96875,0.91796875,0.9609375
random--la412,0.875,0.8671875,0.8984375,0.8828125,0.8828125,0.86328125,0.8828125,0.859375,0.875,0.86328125,0.86328125,0.875,0.859375,0.95703125,0.89453125,0.96484375,0.91796875,0.92578125,0.9296875,0.96875,0.96484375,1.0,0.9375,0.9453125,0.8671875,0.92578125,0.9609375,0.95703125,0.8984375,0.95703125
random--la431,0.9140625,0.9140625,0.921875,0.9296875,0.8984375,0.91796875,0.921875,0.8828125,0.9140625,0.88671875,0.91796875,0.9140625,0.8984375,0.91015625,0.90234375,0.94140625,0.94140625,0.94921875,0.9609375,0.9453125,0.94140625,0.9375,1.0,0.9453125,0.8515625,0.91796875,0.921875,0.97265625,0.9375,0.94140625
random--la526,0.9140625,0.90625,0.9375,0.9140625,0.8984375,0.90234375,0.921875,0.8828125,0.90625,0.88671875,0.90234375,0.9140625,0.890625,0.91796875,0.91015625,0.94921875,0.94140625,0.95703125,0.9609375,0.9375,0.97265625,0.9453125,0.9453125,1.0,0.875,0.94921875,0.9296875,0.96484375,0.9296875,0.94921875
random--la66,0.8828125,0.84375,0.8828125,0.875,0.8671875,0.82421875,0.859375,0.859375,0.84375,0.82421875,0.84765625,0.8515625,0.8671875,0.84765625,0.85546875,0.88671875,0.86328125,0.85546875,0.859375,0.8671875,0.87890625,0.8671875,0.8515625,0.875,1.0,0.90234375,0.8515625,0.87109375,0.8671875,0.89453125
random--la631,0.92578125,0.91796875,0.96484375,0.92578125,0.89453125,0.90625,0.92578125,0.90234375,0.91796875,0.890625,0.90625,0.94140625,0.91796875,0.90625,0.9296875,0.953125,0.9375,0.9375,0.93359375,0.93359375,0.953125,0.92578125,0.91796875,0.94921875,0.90234375,1.0,0.91796875,0.9375,0.95703125,0.953125
random--la638,0.8671875,0.859375,0.890625,0.875,0.875,0.85546875,0.875,0.8515625,0.8671875,0.84765625,0.85546875,0.859375,0.859375,0.98046875,0.88671875,0.95703125,0.90234375,0.92578125,0.921875,0.96875,0.95703125,0.9609375,0.921875,0.9296875,0.8515625,0.91796875,1.0,0.94921875,0.8984375,0.94921875
random--la76,0.91796875,0.90234375,0.92578125,0.92578125,0.91015625,0.8984375,0.91796875,0.88671875,0.91015625,0.8984375,0.8984375,0.90234375,0.89453125,0.9375,0.9140625,0.9609375,0.9296875,0.9609375,0.97265625,0.95703125,0.96875,0.95703125,0.97265625,0.96484375,0.87109375,0.9375,0.94921875,1.0,0.93359375,0.9609375
random--la86,0.9296875,0.9140625,0.9453125,0.9375,0.890625,0.91015625,0.921875,0.8984375,0.921875,0.88671875,0.91015625,0.9375,0.921875,0.87890625,0.89453125,0.92578125,0.91796875,0.93359375,0.9296875,0.90625,0.91796875,0.8984375,0.9375,0.9296875,0.8671875,0.95703125,0.8984375,0.93359375,1.0,0.92578125
random--la87,0.89453125,0.88671875,0.91796875,0.90234375,0.90234375,0.8828125,0.90234375,0.88671875,0.89453125,0.875,0.8828125,0.89453125,0.88671875,0.9296875,0.9140625,0.96875,0.9296875,0.9296875,0.94140625,0.95703125,0.9609375,0.95703125,0.94140625,0.94921875,0.89453125,0.953125,0.94921875,0.9609375,0.92578125,1.0
