road,one-plus-o243,random--la17,random--la26,random--la211,random--la231,random--la232,random--la235,random--la237,random--la413,random--la419,random--la421,random--la430,random--la52,random--la53,random--la54,random--la68,random--la614,random--la623,random--la625,random--la642,random--la653,random--la654,random--la655,random--la657,random--la658,random--la78,random--la732,random--la93,random--la913,random--la923
random--la421,0.875,0.5,0.75,0.5625,0.8125,0.625,0.8125,0.625,0.8125,0.5625,1.0,0.5,0.875,0.4375,0.6875,0.5625,0.8125,0.5625,0.5625,0.625,0.5,0.5,0.8125,0.5,0.5625,0.5625,0.8125,0.5625,0.6875,0.4375
random--la430,0.375,0.875,0.625,0.9375,0.6875,0.625,0.6875,0.625,0.4375,0.5625,0.5,1.0,0.375,0.9375,0.5625,0.9375,0.4375,0.9375,0.6875,0.625,1.0,0.625,0.3125,1.0,0.9375,0.9375,0.6875,0.9375,0.6875,0.9375
random--la52,0.875,0.375,0.625,0.4375,0.6875,0.625,0.6875,0.625,0.8125,0.6875,0.875,0.375,1.0,0.3125,0.6875,0.4375,0.9375,0.4375,0.6875,0.625,0.375,0.625,0.9375,0.375,0.4375,0.4375,0.6875,0.4375,0.6875,0.3125
random--la53,0.3125,0.9375,0.6875,0.875,0.625,0.5625,0.625,0.5625,0.375,0.5,0.4375,0.9375,0.3125,1.0,0.5,0.875,0.375,0.875,0.625,0.5625,0.9375,0.5625,0.25,0.9375,0.875,0.875,0.625,0.875,0.625,1.0
random--la54,0.8125,0.4375,0.4375,0.5,0.5,0.6875,0.5,0.8125,0.875,0.75,0.6875,0.5625,0.6875,0.5,1.0,0.5,0.75,0.5,0.625,0.6875,0.5625,0.6875,0.75,0.5625,0.5,0.5,0.5,0.5,0.75,0.5
random--la68,0.4375,0.9375,0.6875,1.0,0.75,0.6875,0.75,0.6875,0.5,0.625,0.5625,0.9375,0.4375,0.875,0.5,1.0,0.5,1.0,0.75,0.6875,0.9375,0.6875,0.375,0.9375,1.0,1.0,0.75,1.0,0.75,0.875
random--la614,0.8125,0.4375,0.5625,0.5,0.625,0.6875,0.625,0.6875,0.875,0.75,0.8125,0.4375,0.9375,0.375,0.75,0.5,1.0,0.5,0.75,0.6875,0.4375,0.6875,0.875,0.4375,0.5,0.5,0.625,0.5,0.75,0.375
random--la623,0.4375,0.9375,0.6875,1.0,0.75,0.6875,0.75,0.6875,0.5,0.625,0.5625,0.9375,0.4375,0.875,0.5,1.0,0.5,1.0,0.75,0.6875,0.9375,0.6875,0.375,0.9375,1.0,1.0,0.75,1.0,0.75,0.875
random--la625,0.5625,0.6875,0.5625,0.75,0.625,0.6875,0.625,0.6875,0.625,0.75,0.5625,0.6875,0.6875,0.625,0.625,0.75,0.75,0.75,1.0,0.6875,0.6875,0.6875,0.625,0.6875,0.75,0.75,0.625,0.75,0.75,0.625
random--la642,0.625,0.625,0.375,0.6875,0.4375,0.875,0.4375,0.875,0.6875,0.9375,0.625,0.625,0.625,0.5625,0.6875,0.6875,0.6875,0.6875,0.6875,1.0,0.625,0.875,0.6875,0.625,0.6875,0.6875,0.4375,0.6875,0.8125,0.5625
random--la653,0.375,0.875,0.625,0.9375,0.6875,0.625,0.6875,0.625,0.4375,0.5625,0.5,1.0,0.375,0.9375,0.5625,0.9375,0.4375,0.9375,0.6875,0.625,1.0,0.625,0.3125,1.0,0.9375,0.9375,0.6875,0.9375,0.6875,0.9375
random--la654,0.625,0.625,0.375,0.6875,0.4375,0.875,0.4375,0.875,0.6875,0.9375,0.5,0.625,0.625,0.5625,0.6875,0.6875,0.6875,0.6875,0.6875,0.875,0.625,1.0,0.6875,0.625,0.6875,0.6875,0.4375,0.6875,0.8125,0.5625
random--la655,0.9375,0.3125,0.5625,0.375,0.625,0.6875,0.625,0.6875,0.875,0.75,0.8125,0.3125,0.9375,0.25,0.75,0.375,0.875,0.375,0.625,0.6875,0.3125,0.6875,1.0,0.3125,0.375,0.375,0.625,0.375,0.625,0.25
random--la657,0.375,0.875,0.625,0.9375,0.6875,0.625,0.6875,0.625,0.4375,0.5625,0.5,1.0,0.375,0.9375,0.5625,0.9375,0.4375,0.9375,0.6875,0.625,1.0,0.625,0.3125,1.0,0.9375,0.9375,0.6875,0.9375,0.6875,0.9375
random--la658,0.4375,0.9375,0.6875,1.0,0.75,0.6875,0.75,0.6875,0.5,0.625,0.5625,0.9375,0.4375,0.875,0.5,1.0,0.5,1.0,0.75,0.6875,0.9375,0.6875,0.375,0.9375,1.0,1.0,0.75,1.0,0.75,0.875
random--la78,0.4375,0.9375,0.6875,1.0,0.75,0.6875,0.75,0.6875,0.5,0.625,0.5625,0.9375,0.4375,0.875,0.5,1.0,0.5,1.0,0.75,0.6875,0.9375,0.6875,0.375,0.9375,1.0,1.0,0.75,1.0,0.75,0.875
random--la732,0.6875,0.6875,0.9375,0.75,1.0,0.5625,1.0,0.4375,0.625,0.375,0.8125,0.6875,0.6875,0.625,0.5,0.75,0.625,0.75,0.625,0.4375,0.6875,0.4375,0.625,0.6875,0.75,0.75,1.0,0.75,0.5,0.625
random--la93,0.4375,0.9375,0.6875,1.0,0.75,0.6875,0.75,0.6875,0.5,0.625,0.5625,0.9375,0.4375,0.875,0.5,1.0,0.5,1.0,0.75,0.6875,0.9375,0.6875,0.375,0.9375,1.0,1.0,0.75,1.0,0.75,0.875
random--la913,0.6875,0.6875,0.4375,0.75,0.5,0.6875,0.5,0.9375,0.75,0.875,0.6875,0.6875,0.6875,0.625,0.75,0.75,0.75,0.75,0.75,0.8125,0.6875,0.8125,0.625,0.6875,0.75,0.75,0.5,0.75,1.0,0.625
random--la923,0.3125,0.9375,0.6875,0.875,0.625,0.5625,0.625,0.5625,0.375,0.5,0.4375,0.9375,0.3125,1.0,0.5,0.875,0.375,0.875,0.625,0.5625,0.9375,0.5625,0.25,0.9375,0.875,0.875,0.625,0.875,0.625,1.0
