road,one-plus-o1011,one-plus-o212,one-plus-o217,one-plus-o219,one-plus-o232,one-plus-o239,one-plus-o39,one-plus-o313,one-plus-o357,random--la12,random--la17,random--la1014,random--la1024,random--la24,random--la211,random--la213,random--la228,random--la315,random--la43,random--la410,random--la419,random--la433,random--la52,random--la518,random--la62,random--la733,random--la819,random--la824,random--la916,random--la926
random--la17,0.8076923076923077,0.79,0.7727272727272727,0.8263157894736842,0.78,0.75,0.83,0.84,0.8181818181818181,0.7388888888888889,1.0,0.7928571428571428,0.7789473684210526,0.7428571428571429,0.7444444444444445,0.75,0.788235294117647,0.7615384615384615,0.7363636363636363,0.7789473684210526,0.7263157894736842,0.7473684210526316,0.7611111111111111,0.735,0.8,0.7133333333333334,0.7411764705882353,0.7818181818181819,0.76,0.7333333333333334
random--la1014,0.7692307692307692,0.8428571428571429,0.7785714285714286,0.7857142857142857,0.79,0.7428571428571429,0.78,0.79,0.8090909090909091,0.7857142857142857,0.7928571428571428,1.0,0.8,0.8071428571428572,0.7357142857142858,0.7714285714285715,0.8142857142857143,0.7461538461538462,0.7857142857142857,0.8071428571428572,0.7571428571428571,0.7857142857142857,0.7285714285714286,0.7857142857142857,0.7428571428571429,0.6928571428571428,0.75,0.8,0.77,0.7333333333333334
random--la1024,0.8307692307692307,0.7684210526315789,0.7736842105263158,0.7842105263157895,0.74,0.7714285714285715,0.86,0.87,0.8727272727272728,0.7722222222222223,0.7789473684210526,0.8,1.0,0.75,0.75,0.7526315789473684,0.7941176470588236,0.8076923076923077,0.7736842105263158,0.7842105263157895,0.7421052631578947,0.7631578947368421,0.7666666666666666,0.7684210526315789,0.8214285714285714,0.7333333333333334,0.7235294117647059,0.8,0.84,0.775
random--la24,0.7461538461538462,0.7642857142857142,0.8428571428571429,0.7857142857142857,0.77,0.8071428571428572,0.72,0.72,0.7727272727272727,0.8071428571428572,0.7428571428571429,0.8071428571428572,0.75,1.0,0.7142857142857143,0.8071428571428572,0.7785714285714286,0.7461538461538462,0.7714285714285715,0.8071428571428572,0.7714285714285715,0.7857142857142857,0.7357142857142858,0.8071428571428572,0.7928571428571428,0.7285714285714286,0.8,0.8071428571428572,0.73,0.775
random--la211,0.7923076923076923,0.7277777777777779,0.7555555555555555,0.7111111111111111,0.79,0.7642857142857142,0.81,0.81,0.7727272727272727,0.7444444444444445,0.7444444444444445,0.7357142857142858,0.75,0.7142857142857143,1.0,0.7111111111111111,0.8294117647058823,0.7923076923076923,0.7722222222222223,0.7333333333333334,0.7555555555555555,0.7555555555555555,0.7888888888888889,0.7333333333333334,0.7,0.78,0.711764705882353,0.7222222222222222,0.76,0.75
random--la213,0.7230769230769231,0.775,0.76,0.7736842105263158,0.77,0.75,0.79,0.78,0.7272727272727273,0.7833333333333333,0.75,0.7714285714285715,0.7526315789473684,0.8071428571428572,0.7111111111111111,1.0,0.7176470588235294,0.7769230769230769,0.8200000000000001,0.8526315789473684,0.7789473684210526,0.7736842105263158,0.7222222222222222,0.79,0.7714285714285715,0.7066666666666667,0.7529411764705882,0.765,0.8,0.8416666666666667
random--la228,0.7538461538461538,0.7764705882352941,0.7941176470588236,0.7823529411764706,0.81,0.75,0.89,0.88,0.7909090909090909,0.7823529411764706,0.788235294117647,0.8142857142857143,0.7941176470588236,0.7785714285714286,0.8294117647058823,0.7176470588235294,1.0,0.8076923076923077,0.8058823529411765,0.7588235294117647,0.7647058823529411,0.7470588235294118,0.8,0.7647058823529411,0.7857142857142857,0.7333333333333334,0.7647058823529411,0.7823529411764706,0.85,0.8083333333333333
random--la315,0.7615384615384615,0.7230769230769231,0.7461538461538462,0.7692307692307692,0.73,0.6846153846153846,0.81,0.8,0.7363636363636363,0.7461538461538462,0.7615384615384615,0.7461538461538462,0.8076923076923077,0.7461538461538462,0.7923076923076923,0.7769230769230769,0.8076923076923077,1.0,0.7692307692307692,0.7384615384615385,0.7384615384615385,0.7538461538461538,0.7846153846153846,0.8076923076923077,0.7769230769230769,0.7615384615384615,0.7,0.7769230769230769,0.73,0.7
random--la43,0.7538461538461538,0.7150000000000001,0.7272727272727273,0.7315789473684211,0.75,0.7857142857142857,0.81,0.8200000000000001,0.8090909090909091,0.8333333333333334,0.7363636363636363,0.7857142857142857,0.7736842105263158,0.7714285714285715,0.7722222222222223,0.8200000000000001,0.8058823529411765,0.7692307692307692,1.0,0.8368421052631578,0.8157894736842105,0.7421052631578947,0.7611111111111111,0.77,0.8,0.7666666666666666,0.7352941176470589,0.7363636363636363,0.74,0.725
random--la410,0.7692307692307692,0.7736842105263158,0.8105263157894737,0.7894736842105263,0.71,0.7857142857142857,0.81,0.8,0.7545454545454545,0.7833333333333333,0.7789473684210526,0.8071428571428572,0.7842105263157895,0.8071428571428572,0.7333333333333334,0.8526315789473684,0.7588235294117647,0.7384615384615385,0.8368421052631578,1.0,0.7789473684210526,0.7684210526315789,0.7722222222222223,0.8,0.8071428571428572,0.72,0.7529411764705882,0.7842105263157895,0.8,0.8
random--la419,0.8153846153846154,0.7736842105263158,0.7736842105263158,0.7684210526315789,0.77,0.8071428571428572,0.84,0.85,0.8,0.7833333333333333,0.7263157894736842,0.7571428571428571,0.7421052631578947,0.7714285714285715,0.7555555555555555,0.7789473684210526,0.7647058823529411,0.7384615384615385,0.8157894736842105,0.7789473684210526,1.0,0.7894736842105263,0.7444444444444445,0.7842105263157895,0.7785714285714286,0.7666666666666666,0.7823529411764706,0.8157894736842105,0.83,0.775
random--la433,0.7923076923076923,0.7526315789473684,0.7947368421052632,0.736842105263158,0.84,0.7571428571428571,0.76,0.75,0.7545454545454545,0.7888888888888889,0.7473684210526316,0.7857142857142857,0.7631578947368421,0.7857142857142857,0.7555555555555555,0.7736842105263158,0.7470588235294118,0.7538461538461538,0.7421052631578947,0.7684210526315789,0.7894736842105263,1.0,0.7277777777777779,0.8,0.8071428571428572,0.7666666666666666,0.7823529411764706,0.7736842105263158,0.87,0.8333333333333334
random--la52,0.8153846153846154,0.7333333333333334,0.8,0.7333333333333334,0.75,0.7642857142857142,0.85,0.86,0.7727272727272727,0.7888888888888889,0.7611111111111111,0.7285714285714286,0.7666666666666666,0.7357142857142858,0.7888888888888889,0.7222222222222222,0.8,0.7846153846153846,0.7611111111111111,0.7722222222222223,0.7444444444444445,0.7277777777777779,1.0,0.7777777777777778,0.7357142857142858,0.74,0.7470588235294118,0.7333333333333334,0.78,0.75
random--la518,0.7846153846153846,0.745,0.795,0.7526315789473684,0.75,0.75,0.8200000000000001,0.81,0.7727272727272727,0.8388888888888889,0.735,0.7857142857142857,0.7684210526315789,0.8071428571428572,0.7333333333333334,0.79,0.7647058823529411,0.8076923076923077,0.77,0.8,0.7842105263157895,0.8,0.7777777777777778,1.0,0.7714285714285715,0.7866666666666666,0.7352941176470589,0.785,0.75,0.8083333333333333
random--la62,0.7384615384615385,0.7714285714285715,0.7571428571428571,0.7785714285714286,0.74,0.7285714285714286,0.85,0.84,0.8,0.8071428571428572,0.8,0.7428571428571429,0.8214285714285714,0.7928571428571428,0.7,0.7714285714285715,0.7857142857142857,0.7769230769230769,0.8,0.8071428571428572,0.7785714285714286,0.8071428571428572,0.7357142857142858,0.7714285714285715,1.0,0.75,0.7571428571428571,0.8357142857142857,0.77,0.7416666666666667
random--la733,0.7230769230769231,0.74,0.72,0.7133333333333334,0.73,0.7857142857142857,0.83,0.84,0.7636363636363637,0.78,0.7133333333333334,0.6928571428571428,0.7333333333333334,0.7285714285714286,0.78,0.7066666666666667,0.7333333333333334,0.7615384615384615,0.7666666666666666,0.72,0.7666666666666666,0.7666666666666666,0.74,0.7866666666666666,0.75,1.0,0.7466666666666666,0.7733333333333333,0.76,0.75
random--la819,0.7538461538461538,0.7764705882352941,0.7470588235294118,0.7470588235294118,0.78,0.7571428571428571,0.75,0.76,0.7272727272727273,0.7352941176470589,0.7411764705882353,0.75,0.7235294117647059,0.8,0.711764705882353,0.7529411764705882,0.7647058823529411,0.7,0.7352941176470589,0.7529411764705882,0.7823529411764706,0.7823529411764706,0.7470588235294118,0.7352941176470589,0.7571428571428571,0.7466666666666666,1.0,0.7647058823529411,0.83,0.8333333333333334
random--la824,0.7461538461538462,0.83,0.7727272727272727,0.7947368421052632,0.76,0.7714285714285715,0.75,0.74,0.7545454545454545,0.7888888888888889,0.7818181818181819,0.8,0.8,0.8071428571428572,0.7222222222222222,0.765,0.7823529411764706,0.7769230769230769,0.7363636363636363,0.7842105263157895,0.8157894736842105,0.7736842105263158,0.7333333333333334,0.785,0.8357142857142857,0.7733333333333333,0.7647058823529411,1.0,0.83,0.75
random--la916,0.8200000000000001,0.88,0.8200000000000001,0.8200000000000001,0.74,0.79,0.76,0.77,0.76,0.78,0.76,0.77,0.84,0.73,0.76,0.8,0.85,0.73,0.74,0.8,0.83,0.87,0.78,0.75,0.77,0.76,0.83,0.83,1.0,0.79
random--la926,0.7916666666666666,0.8166666666666667,0.825,0.7916666666666666,0.79,0.7666666666666666,0.77,0.76,0.7454545454545455,0.7833333333333333,0.7333333333333334,0.7333333333333334,0.775,0.775,0.75,0.8416666666666667,0.8083333333333333,0.7,0.725,0.8,0.775,0.8333333333333334,0.75,0.8083333333333333,0.7416666666666667,0.75,0.8333333333333334,0.75,0.79,1.0
